target,solutions,rank,rating,dictionaryName,due,level
paroquiano,parishoner,1947,1200,personal,27 Nov 2023,6
a posse,the possession,1948,1200,personal,27 Nov 2023,6
tonto,dizzy,1949,1200,personal,29 Nov 2023,6
desmanchar,to undo; undo,1950,1200,personal,29 Nov 2023,6
de pleno porte,full size; full-size,1951,1200,personal,23 Nov 2023,4
acometido,stricken,1952,1200,personal,25 Nov 2023,4
sediassem,host,1953,1200,personal,12 Dec 2023,6
pulsões,drives,1954,1200,personal,29 Nov 2023,6
cola,glue,1955,1200,personal,17 Jan 2024,7
fiéis,faithful,1956,1200,personal,29 Nov 2023,6
semelhança,resemblance,1957,1200,personal,29 Nov 2023,6
dízimo,tithe,1958,1200,personal,29 Nov 2023,6
assediar,to harass; harass,1959,1200,personal,29 Nov 2023,6
estilhaçada,shattered,1960,1200,personal,29 Nov 2023,6
estragos,havoc,1961,1200,personal,2 Dec 2023,5
eclodir,to hatch; hatch,1962,1200,personal,2 Dec 2023,6
brada,shouts,1963,1200,personal,25 Nov 2023,4
amaldiçoam,curse,1964,1200,personal,12 Dec 2023,6
desprezo,contempt,1965,1200,personal,2 Dec 2023,6
remetiar,to refer; refer,1966,1200,personal,12 Dec 2023,6
contendas,contentions,1967,1200,personal,12 Dec 2023,6
reveses,setbacks,1968,1200,personal,29 Nov 2023,6
expurgar,to purge; purge,1969,1200,personal,29 Nov 2023,6
face,cheek,1970,1200,personal,29 Nov 2023,6
evangelizando,evangelizing,1971,1200,personal,15 Dec 2023,6
deter,to detain; detain,1972,1200,personal,17 Jan 2024,7
testemunhar,to testify; testify,1973,1200,personal,17 Jan 2024,7
recorrer,to resort; resort,1974,1200,personal,12 Dec 2023,6
revidar,to hit back; hit back,1975,1200,personal,25 Nov 2023,5
esteio,mainstay,1976,1200,personal,2 Dec 2023,5
fincar,to stick; stick,1977,1200,personal,12 Dec 2023,6
estopim,fuse,1978,1200,personal,29 Nov 2023,6
embutir,to embed; embed,1979,1200,personal,29 Nov 2023,6
capitulação,capitulation,1980,1200,personal,2 Dec 2023,6
agredidos,attacked,1981,1200,personal,29 Nov 2023,6
valentes,brave,1982,1200,personal,29 Nov 2023,6
conclamada,summoned,1983,1200,personal,12 Dec 2023,6
desfecho,outcome,1984,1200,personal,25 Nov 2023,4
desolada,desolate,1985,1200,personal,12 Dec 2023,6
alvorada,dawn,1986,1200,personal,2 Dec 2023,6
agrimensor,surveyor,1987,1200,personal,12 Dec 2023,6
flutuante,floating,1988,1200,personal,29 Nov 2023,6
cabulando aula,skipping class,1989,1200,personal,29 Nov 2023,6
caminhoneiro,truck driver,1990,1200,personal,29 Nov 2023,6
avareza,avarice,1991,1200,personal,12 Dec 2023,6
iniquidade,iniquity,1992,1200,personal,29 Nov 2023,6
perversidade,wickedness,1993,1200,personal,2 Dec 2023,6
males,evils,1994,1200,personal,29 Nov 2023,6
usuários,users,1995,1200,personal,29 Nov 2023,6
ressentida,resentful,1996,1200,personal,29 Nov 2023,6
retângulo,rectangle,1997,1200,personal,29 Nov 2023,6
cartolina,cardboard,1998,1200,personal,17 Dec 2023,6
empréstimo,loan,1999,1200,personal,2 Dec 2023,6
entorpecida,numb,2000,1200,personal,12 Dec 2023,6
atenuar,to attenuate; attenuate,2001,1200,personal,29 Nov 2023,6
escárnio,mockery,2002,1200,personal,2 Dec 2023,6
van,van,2003,1200,personal,29 Nov 2023,6
appostando corrida,racing,2004,1200,personal,29 Nov 2023,6
lã,wool,2005,1200,personal,29 Nov 2023,6
cutucar,to poke; poke,2006,1200,personal,12 Dec 2023,6
prantos,tears,2007,1200,personal,22 Nov 2023,4
ter acessos,to have fits; have fits,2008,1200,personal,2 Dec 2023,6
carinho,kindness,2009,1200,personal,29 Nov 2023,6
procuradore,attorney,2010,1200,personal,2 Dec 2023,6
réus,defendants,2011,1200,personal,15 Dec 2023,6
sobrepujar,to overcome; overcome,2012,1200,personal,15 Dec 2023,6
padecer,to suffer; suffer,2013,1200,personal,2 Dec 2023,6
benigno,benign,2014,1200,personal,19 Jan 2024,7
lancha,speedboat,2015,1200,personal,29 Nov 2023,6
serra elétrica,electric saw,2016,1200,personal,19 Jan 2024,7
serra,mountain range,2017,1200,personal,29 Nov 2023,6
esquivar-se,to dodge; dodge,2018,1200,personal,2 Dec 2023,6
suplantá-lo,supplant it,2019,1200,personal,29 Nov 2023,6
enredos,plots,2020,1200,personal,25 Nov 2023,4
fugindo,running away,2021,1200,personal,29 Nov 2023,6
estuprar,to rape; rape,2022,1200,personal,2 Dec 2023,6
socou,punched,2023,1200,personal,2 Dec 2023,6
despiar,to undress; undress,2024,1200,personal,22 Nov 2023,3
arcar,to afford; afford,2025,1200,personal,2 Dec 2023,6
promotore,prosecutor,2026,1200,personal,12 Dec 2023,6
depôs,deposed,2027,1200,personal,22 Nov 2023,4
réu,defendant,2028,1200,personal,19 Jan 2024,7
dispensado,dispensed,2029,1200,personal,12 Dec 2023,6
ética,ethic,2030,1200,personal,2 Dec 2023,6
pavloviano,pavlovian,2031,1200,personal,19 Jan 2024,7
velório,funeral,2032,1200,personal,17 Dec 2023,6
conquistar,to conquer; conquer,2033,1200,personal,25 Nov 2023,5
desespero,despair,2034,1200,personal,19 Jan 2024,7
fingisse,pretend,2035,1200,personal,19 Jan 2024,7
patalógico,pathalogical,2036,1200,personal,23 Nov 2023,3
raspadinha,scratch card,2037,1200,personal,26 Nov 2023,4
atordoada,stunned,2038,1200,personal,24 Nov 2023,4
compadecer,to sympathize; sympathize,2039,1200,personal,12 Dec 2023,6
viúvo,widower,2040,1200,personal,2 Dec 2023,6
falida,bankrupt,2041,1200,personal,2 Dec 2023,6
gatilhos emocionais,emotional triggers,2042,1200,personal,2 Dec 2023,6
semiótica,semiotics,2043,1200,personal,12 Dec 2023,6
instaurar,to establish; establish,2044,1200,personal,26 Nov 2023,4
surto,outbreak,2045,1200,personal,25 Nov 2023,4
equivocadamente,mistakenely,2046,1200,personal,25 Nov 2023,4
ladrão,burgler,2047,1200,personal,2 Dec 2023,6
engano,mistake,2048,1200,personal,2 Dec 2023,6
amistoso,friendly,2049,1200,personal,25 Nov 2023,4
distraidamente,absently,2050,1200,personal,23 Nov 2023,3
sala de redação,newsroom,2051,1200,personal,12 Dec 2023,6
disseminada,disseminated,2052,1200,personal,20 Jan 2024,7
transborda,overflows,2053,1200,personal,2 Dec 2023,6
desleixo,sloppy,2054,1200,personal,12 Dec 2023,6
alargar,to extend; extend,2055,1200,personal,12 Dec 2023,6
indignado,outraged,2056,1200,personal,25 Nov 2023,4
engraxate,shoe shine,2057,1200,personal,12 Dec 2023,6
picolé,popsicle,2058,1200,personal,20 Jan 2024,7
pedreiro,mason,2059,1200,personal,25 Nov 2023,4
lenha,firewood,2060,1200,personal,25 Nov 2023,5
gorgetas,tips,2061,1200,personal,12 Dec 2023,6
exemplar,exemplary,2062,1200,personal,25 Nov 2023,4
legou,bequeathed,2063,1200,personal,25 Nov 2023,4
evangelho,gospel,2064,1200,personal,25 Nov 2023,4
pregação,preaching,2065,1200,personal,25 Nov 2023,5
severo,severe,2066,1200,personal,22 Jan 2024,7
inquiridores,inquirers,2067,1200,personal,25 Nov 2023,5
grifar,to italicize; italicize,2068,1200,personal,13 Dec 2023,6
sereníssimo,most serene,2069,1200,personal,12 Dec 2023,6
venerável,venerable,2070,1200,personal,22 Jan 2024,7
concretização,realization,2071,1200,personal,12 Dec 2023,6
fantasma,ghost,2072,1200,personal,22 Jan 2024,7
descuidado,careless,2073,1200,personal,22 Jan 2024,7
inabalável,unshakable,2074,1200,personal,26 Nov 2023,4
provém,comes from,2075,1200,personal,13 Dec 2023,6
provar,to test; test,2076,1200,personal,25 Nov 2023,5
render,to render; render,2077,1200,personal,13 Dec 2023,6
clérigo,cleric,2078,1200,personal,22 Jan 2024,7
assegurou,assured,2079,1200,personal,25 Nov 2023,5
alfaiate,tailor,2080,1200,personal,13 Dec 2023,6
cobaia,guinea pig,2081,1200,personal,13 Dec 2023,6
propaganda,advertising,2082,1200,personal,22 Jan 2024,7
roubaram,stole,2083,1200,personal,22 Jan 2024,7
angariar,to raise; raise,2084,1200,personal,25 Nov 2023,5
doado,donated,2085,1200,personal,22 Jan 2024,7
escolaridade,schooling,2086,1200,personal,13 Dec 2023,6
sócio,partner,2087,1200,personal,22 Jan 2024,7
ovacionado,applauded,2088,1200,personal,26 Nov 2023,4
império,empire,2089,1200,personal,13 Dec 2023,6
consertar,to repair; repair,2090,1200,personal,22 Jan 2024,7
orador,speaker,2091,1200,personal,22 Jan 2024,7
ampliado,enlarged,2092,1200,personal,15 Dec 2023,6
ultrapasada,outdated,2093,1200,personal,13 Dec 2023,6
desatualizada,outdated,2094,1200,personal,13 Dec 2023,6
transmutação,transmutation,2095,1200,personal,22 Jan 2024,7
depunha,deposed,2096,1200,personal,13 Dec 2023,6
de que adianta,what's the use,2097,1200,personal,26 Nov 2023,4
canina,canine,2098,1200,personal,22 Jan 2024,7
solo,soil,2099,1200,personal,13 Dec 2023,6
pá,shovel,2100,1200,personal,13 Dec 2023,6
maquinário,machinary,2101,1200,personal,26 Nov 2023,4
alarde,splurge,2102,1200,personal,26 Nov 2023,4
vagão,wagon,2103,1200,personal,23 Jan 2024,7
despachado,dispatched,2104,1200,personal,23 Nov 2023,4
mineração,mining,2105,1200,personal,23 Jan 2024,7
perfuração,drilling,2106,1200,personal,25 Nov 2023,5
atuação,acting,2107,1200,personal,25 Nov 2023,5
ingressou,joined,2108,1200,personal,26 Nov 2023,4
trapaceiro,cheater,2109,1200,personal,13 Dec 2023,6
astúcia,cunning,2110,1200,personal,13 Dec 2023,6
empreendedor,entrepreneur,2111,1200,personal,23 Jan 2024,7
reprovar,to reprove; reprove,2112,1200,personal,13 Dec 2023,6
vela de ignição,spark plug,2113,1200,personal,23 Jan 2024,7
diametralmente,diametrically,2114,1200,personal,23 Jan 2024,7
centavo,penny,2115,1200,personal,13 Dec 2023,6
moer,to grind; grind,2116,1200,personal,13 Dec 2023,6
trigo,wheat,2117,1200,personal,13 Dec 2023,6
moinho,mill,2118,1200,personal,13 Dec 2023,6
arrendatários,lessees,2119,1200,personal,13 Dec 2023,6
colono,settler,2120,1200,personal,13 Dec 2023,6
mansamente,softly,2121,1200,personal,13 Dec 2023,6
recuou,recoiled,2122,1200,personal,13 Dec 2023,6
manso,meek,2123,1200,personal,13 Dec 2023,6
refez,remade,2124,1200,personal,13 Dec 2023,6
assinalou,pointed out,2125,1200,personal,13 Dec 2023,6
repentinamente,suddenly,2126,1200,personal,23 Jan 2024,7
não interessa,it doesn't matter,2127,1200,personal,23 Jan 2024,7
estupenda,stupendous,2128,1200,personal,13 Dec 2023,6
possuir,to possess; possess,2129,1200,personal,23 Jan 2024,7
ressaltar,to emphasize; emphasize,2130,1200,personal,25 Nov 2023,5
proféticos,prophetic,2131,1200,personal,23 Jan 2024,7
enfatizei,I emphasized,2132,1200,personal,23 Jan 2024,7
aérea,aerial,2133,1200,personal,13 Dec 2023,6
palestrante,speaker,2134,1200,personal,13 Dec 2023,6
bacharelado,bachelor degree,2135,1200,personal,26 Nov 2023,4
mendingo,begger,2136,1200,personal,13 Dec 2023,6
ferrovia,railroad,2137,1200,personal,23 Jan 2024,7
um empreitada,an undertaking,2138,1200,personal,13 Dec 2023,6
desanimador,discouraging,2139,1200,personal,13 Dec 2023,6
respaldar,to back up; back up,2140,1200,personal,26 Nov 2023,4
aço,steel,2141,1200,personal,13 Dec 2023,6
humilde,humble,2142,1200,personal,13 Dec 2023,6
carimbo,stamp,2143,1200,personal,25 Nov 2023,5
subjacente,underlying,2144,1200,personal,13 Dec 2023,6
cota,quota,2145,1200,personal,13 Dec 2023,6
divulgar,to disclose; disclose,2146,1200,personal,24 Jan 2024,7
preguiça,laziness,2147,1200,personal,24 Jan 2024,7
aliado,allied,2148,1200,personal,13 Dec 2023,6
contos,tales,2149,1200,personal,13 Dec 2023,6
proscrito,proscribed,2150,1200,personal,13 Dec 2023,6
ficha policial,police record,2151,1200,personal,13 Dec 2023,6
vigarista,swindler,2152,1200,personal,13 Dec 2023,6
incorrigível,incorrigable,2153,1200,personal,25 Nov 2023,5
emendou,amended,2154,1200,personal,13 Dec 2023,6
valas,ditches,2155,1200,personal,25 Nov 2023,5
automatizados,automated,2156,1200,personal,24 Jan 2024,7
véspera,eve,2157,1200,personal,13 Dec 2023,6
seringa,syringe,2158,1200,personal,24 Jan 2024,7
aclamada,acclaimed,2159,1200,personal,24 Jan 2024,7
bomba (not bomb),pump,2160,1200,personal,24 Jan 2024,7
aprimorado,improved,2161,1200,personal,24 Nov 2023,4
cadeirante,wheelchair user,2162,1200,personal,13 Dec 2023,6
galpões,sheds,2163,1200,personal,13 Dec 2023,6
recantos,corners,2164,1200,personal,26 Nov 2023,4
potável,drinkable,2165,1200,personal,13 Dec 2023,6
carruagem,carriage,2166,1200,personal,13 Dec 2023,6
régua,ruler,2167,1200,personal,13 Dec 2023,6
astuto,cunning,2168,1200,personal,13 Dec 2023,6
sigilo,secrecy,2169,1200,personal,13 Dec 2023,6
ligeiramente,lightly,2170,1200,personal,13 Dec 2023,6
fonógrafo,phonograph,2171,1200,personal,22 Nov 2023,6
comprimindo,compressing,2172,1200,personal,25 Nov 2023,5
beirada,edge,2173,1200,personal,26 Nov 2023,4
mastoide,mastoid,2174,1200,personal,13 Dec 2023,6
enredo,plot,2175,1200,personal,22 Nov 2023,6
bondade,kindness,2176,1200,personal,13 Dec 2023,6
esforçado,hardworking,2177,1200,personal,13 Dec 2023,6
sapateiro,shoemaker,2178,1200,personal,22 Nov 2023,6
emprestados,borrowed,2179,1200,personal,13 Dec 2023,6
empreitada,undertaking,2180,1200,personal,13 Dec 2023,6
acaloradas,heated,2181,1200,personal,13 Dec 2023,6
noticiada,reported,2182,1200,personal,13 Dec 2023,6
desajeitada,clumsy,2183,1200,personal,25 Nov 2023,5
assume,takes on,2184,1200,personal,13 Dec 2023,6
adoeceu,got sick,2185,1200,personal,13 Dec 2023,6
cochichou,whispered,2186,1200,personal,13 Dec 2023,6
piedade,pity,2187,1200,personal,13 Dec 2023,6
respaldado,backed,2188,1200,personal,17 Dec 2023,6
alçar,to raise; raise,2189,1200,personal,13 Dec 2023,6
sepulturas,graves,2190,1200,personal,13 Dec 2023,6
por intermédio,through,2191,1200,personal,22 Jan 2024,7
embrulha,wraps,2192,1200,personal,25 Nov 2023,5
se fundem,merge,2193,1200,personal,25 Nov 2023,5
passíveis,liable,2194,1200,personal,25 Nov 2023,5
a seguir,next,2195,1200,personal,26 Nov 2023,4
a menos que,unless,2196,1200,personal,13 Dec 2023,6
junguiana,Jungian,2197,1200,personal,13 Dec 2023,6
paladar,palate,2198,1200,personal,13 Dec 2023,6
tato,tact,2199,1200,personal,13 Dec 2023,6
porção,portion,2200,1200,personal,22 Jan 2024,7
fadada,doomed,2201,1200,personal,26 Nov 2023,4
trapaça,cheating,2202,1200,personal,25 Nov 2023,5
devidamente,properly,2203,1200,personal,24 Nov 2023,4
descarte,disposal,2204,1200,personal,25 Nov 2023,5
afeitar,to affect; affect,2205,1200,personal,22 Jan 2024,7
prestativo,helpful,2206,1200,personal,25 Nov 2023,5
navegador,browser,2207,1200,personal,13 Dec 2023,6
incentive,encourage,2208,1200,personal,13 Dec 2023,6
simpatia,sympathy,2209,1200,personal,22 Jan 2024,7
milhões,millions,2210,1200,personal,22 Jan 2024,7
sintonia,tune,2211,1200,personal,17 Dec 2023,6
parente,relative,2212,1200,personal,13 Dec 2023,6
passivos,liabilities,2213,1200,personal,13 Dec 2023,6
ciúme,jealousy,2214,1200,personal,13 Dec 2023,6
afundam,sink,2215,1200,personal,13 Dec 2023,6
angústia,anguish,2216,1200,personal,13 Dec 2023,6
ousa,dare,2217,1200,personal,22 Jan 2024,7
superado,overcome,2218,1200,personal,22 Jan 2024,7
amparou,supported,2219,1200,personal,22 Nov 2023,2
cortesia,courtesy,2220,1200,personal,22 Nov 2023,2
ferrovias,railways,2221,1200,personal,25 Nov 2023,5
redação,essay,2222,1200,personal,25 Nov 2023,5
prevenir,to prevent; prevent,2223,1200,personal,25 Nov 2023,5
engomadas,starched,2224,1200,personal,24 Nov 2023,4
pompa,pomp,2225,1200,personal,13 Dec 2023,6
convinha,suited,2226,1200,personal,13 Dec 2023,6
anfitriões,hosts,2227,1200,personal,13 Dec 2023,6
contida,contained,2228,1200,personal,13 Dec 2023,6
transbordado,overflowed,2229,1200,personal,13 Dec 2023,6
epigramas,epigrams,2230,1200,personal,25 Nov 2023,5
entremeado,interspersed,2231,1200,personal,13 Dec 2023,6
engrandecimento,aggrandizement,2232,1200,personal,25 Nov 2023,5
arame,wire,2233,1200,personal,2 Dec 2023,5
uísque,whiskey,2234,1200,personal,25 Nov 2023,6
truste,reliable,2235,1200,personal,13 Dec 2023,6
concorrência,competition,2236,1200,personal,25 Nov 2023,6
incendiário,incendiary,2237,1200,personal,25 Nov 2023,5
santarrão,sanctimonious,2238,1200,personal,2 Dec 2023,5
arrojada,bold,2239,1200,personal,13 Dec 2023,6
empreendimentos,enterprises,2240,1200,personal,13 Dec 2023,6
imobiliários,real estate,2241,1200,personal,13 Dec 2023,6
siderúrgica,steel company,2242,1200,personal,13 Dec 2023,6
carvão,coal,2243,1200,personal,13 Dec 2023,6
fabricação,manufacturing,2244,1200,personal,13 Dec 2023,6
expulsar,to kick out; kick out,2245,1200,personal,13 Dec 2023,6
ousadas,bold,2246,1200,personal,13 Dec 2023,6
duplicar,to duplicate; duplicate,2247,1200,personal,26 Nov 2023,6
aros,rims,2248,1200,personal,13 Dec 2023,6
lâminas,blades,2249,1200,personal,13 Dec 2023,6
botar,to put; put,2250,1200,personal,13 Dec 2023,6
ameixas,plums,2251,1200,personal,26 Nov 2023,6
conglomerado,conglomerate,2252,1200,personal,13 Dec 2023,6
arrecadar,to collect; collect,2253,1200,personal,23 Nov 2023,4
miopia,myopia,2254,1200,personal,26 Nov 2023,4
clamava,cried,2255,1200,personal,13 Dec 2023,6
róseas,roses,2256,1200,personal,13 Dec 2023,6
cotações,quotes,2257,1200,personal,13 Dec 2023,6
recatado,demure,2258,1200,personal,23 Nov 2023,4
palco,stage,2259,1200,personal,26 Nov 2023,6
firmamento,firmament,2260,1200,personal,26 Nov 2023,6
contraída,contracted,2261,1200,personal,26 Nov 2023,6
trama,plot,2262,1200,personal,26 Nov 2023,4
punho,hand,2263,1200,personal,13 Dec 2023,6
um estudioso,a scholar,2264,1200,personal,13 Dec 2023,6
cavaleiro,knight,2265,1200,personal,13 Dec 2023,6
desdenhava,disdained,2266,1200,personal,13 Dec 2023,6
ganância,greed,2267,1200,personal,26 Nov 2023,6
charco,puddle,2268,1200,personal,13 Dec 2023,6
charco gelado,frozen pond,2269,1200,personal,13 Dec 2023,6
entrouxado,boxed,2270,1200,personal,25 Nov 2023,3
suéteres,sweaters,2271,1200,personal,13 Dec 2023,6
a dupla,the duo,2272,1200,personal,13 Dec 2023,6
comoção,commotion,2273,1200,personal,13 Dec 2023,6
o capaz,the capable,2274,1200,personal,13 Dec 2023,6
os ativos,the assets,2275,1200,personal,13 Dec 2023,6
montante,amount,2276,1200,personal,26 Nov 2023,4
trilhado,trodden,2277,1200,personal,13 Dec 2023,6
um gênero próprio,a genre of its own,2278,1200,personal,13 Dec 2023,6
desistente,dropout,2279,1200,personal,13 Dec 2023,6
sentidos,senses,2280,1200,personal,13 Dec 2023,6
safras,crops,2281,1200,personal,13 Dec 2023,6
ao negligenciá-los,by neglecting,2282,1200,personal,13 Dec 2023,6
trapacear,to cheat; cheat,2283,1200,personal,13 Dec 2023,6
prestando,giving,2284,1200,personal,25 Nov 2023,5
mercadoria,merchandise,2285,1200,personal,13 Dec 2023,6
postergar,to postpone; postpone,2286,1200,personal,2 Dec 2023,5
desuso,disuse,2287,1200,personal,2 Dec 2023,5
boates,nightclubs,2288,1200,personal,13 Dec 2023,6
turné,tour,2289,1200,personal,2 Dec 2023,5
maneiras,ways,2290,1200,personal,26 Nov 2023,6
gama,range,2291,1200,personal,25 Nov 2023,5
prestar,to render; render,2292,1200,personal,13 Dec 2023,6
descortinar,to uncover; uncover,2293,1200,personal,15 Dec 2023,6
ao pé de letra,to the letter,2294,1200,personal,27 Nov 2023,6
elo,link,2295,1200,personal,27 Nov 2023,6
injúria,injury,2296,1200,personal,23 Nov 2023,4
processou,sued,2297,1200,personal,14 Dec 2023,6
entupir,to clog; clog,2298,1200,personal,14 Dec 2023,6
reconhecidamente,admittedly,2299,1200,personal,14 Dec 2023,6
promissor,promising,2300,1200,personal,22 Nov 2023,2
neguer,to deny; deny,2301,1200,personal,14 Dec 2023,6
tendencioso,biased,2302,1200,personal,14 Dec 2023,6
cobrança,charge,2303,1200,personal,27 Nov 2023,6
desacreditada,unbelieved,2304,1200,personal,14 Dec 2023,6
matricular,to enroll; enroll,2305,1200,personal,14 Dec 2023,6
prontidão,readiness,2306,1200,personal,27 Nov 2023,6
rendimentos,income,2307,1200,personal,14 Dec 2023,6
armazém,storage,2308,1200,personal,25 Nov 2023,5
livro-caixa,ledger,2309,1200,personal,14 Dec 2023,6
frota,fleet,2310,1200,personal,2 Dec 2023,5
propício,conductive,2311,1200,personal,22 Nov 2023,3
antever,to foresee; foresee,2312,1200,personal,14 Dec 2023,6
adiantamento,advance,2313,1200,personal,27 Nov 2023,4
atuarar,to act; act,2314,1200,personal,15 Dec 2023,6
trás,behind,2315,1200,personal,14 Dec 2023,6
redatora,copywriter,2316,1200,personal,2 Dec 2023,5
escrituração,bookkeeping,2317,1200,personal,14 Dec 2023,6
atever,to hold back; hold back,2318,1200,personal,23 Nov 2023,3
instigada,instigated,2319,1200,personal,14 Dec 2023,6
datilografada,typed,2320,1200,personal,14 Dec 2023,6
concorrentes,competitors,2321,1200,personal,14 Dec 2023,6
falecido,deceased,2322,1200,personal,6 Dec 2023,5
função,role,2323,1200,personal,14 Dec 2023,6
estabelecida,established,2324,1200,personal,14 Dec 2023,6
ímpeto,impetus,2325,1200,personal,14 Dec 2023,6
leal,loyal,2326,1200,personal,14 Dec 2023,6
base,basis,2327,1200,personal,14 Dec 2023,6
brutas,gross,2328,1200,personal,14 Dec 2023,6
franquias,franchises,2329,1200,personal,14 Dec 2023,6
mala direita,direct mail,2330,1200,personal,14 Dec 2023,6
fiador,guarantor,2331,1200,personal,18 Dec 2023,6
galpão,shed,2332,1200,personal,14 Dec 2023,6
içar,to hoist; hoist,2333,1200,personal,14 Dec 2023,6
oficina,workshop,2334,1200,personal,14 Dec 2023,6
finita,finite,2335,1200,personal,14 Dec 2023,6
sintonizar,to tune; tune,2336,1200,personal,14 Dec 2023,6
lielões,auction,2337,1200,personal,14 Dec 2023,6
nebuloso,foggy,2338,1200,personal,14 Dec 2023,6
efêmero,ephemeral,2339,1200,personal,14 Dec 2023,6
mediante,through,2340,1200,personal,14 Dec 2023,6
brando,bland,2341,1200,personal,14 Dec 2023,6
acesa,lit,2342,1200,personal,25 Nov 2023,5
chaleira,kettle,2343,1200,personal,27 Nov 2023,4
regatear,to haggle; haggle,2344,1200,personal,14 Dec 2023,6
o resgate,the ransom,2345,1200,personal,14 Dec 2023,6
jorrar,to gush; gush,2346,1200,personal,14 Dec 2023,6
estabelecimento,establishment,2347,1200,personal,14 Dec 2023,6
rezava,prayed,2348,1200,personal,14 Dec 2023,6
imprecisão,inaccuracy,2349,1200,personal,14 Dec 2023,6
biblioteconomia,librarianship,2350,1200,personal,14 Dec 2023,6
mater,mother,2351,1200,personal,14 Dec 2023,6
bilheteria,box office,2352,1200,personal,14 Dec 2023,6
hinário,hymnal,2353,1200,personal,14 Dec 2023,6
carrapicho,carrapicho,2354,1200,personal,14 Dec 2023,6
lupa,magnifying glass,2355,1200,personal,14 Dec 2023,6
gancho,hook,2356,1200,personal,27 Nov 2023,4
alpinista,climber,2357,1200,personal,14 Dec 2023,6
mercaria,merchandise,2358,1200,personal,14 Dec 2023,6
faro,flair,2359,1200,personal,14 Dec 2023,6
fúcsia,fuchsia,2360,1200,personal,14 Dec 2023,6
relacionar,to list; list,2361,1200,personal,14 Dec 2023,6
brechas,loopholes,2362,1200,personal,24 Nov 2023,4
desapontamento,disappointment,2363,1200,personal,14 Dec 2023,6
erroneamente,wrong,2364,1200,personal,14 Dec 2023,6
inerte,inert,2365,1200,personal,14 Dec 2023,6
leme,rudder,2366,1200,personal,2 Dec 2023,5
quesitos,questions,2367,1200,personal,14 Dec 2023,6
domínio,domain,2368,1200,personal,14 Dec 2023,6
acatar,to comply; comply,2369,1200,personal,24 Nov 2023,4
esfera,sphere,2370,1200,personal,14 Dec 2023,6
suplentes,substitutes,2371,1200,personal,25 Nov 2023,5
desdobrar,to unfold; unfold,2372,1200,personal,25 Nov 2023,5
intemperança,intemperance,2373,1200,personal,14 Dec 2023,6
ostentação,ostentation,2374,1200,personal,14 Dec 2023,6
almirante,admiral,2375,1200,personal,14 Dec 2023,6
corrículos,corricula,2376,1200,personal,27 Nov 2023,4
se destacar,to stand out; stand out,2377,1200,personal,14 Dec 2023,6
ultrapassada,outdated,2378,1200,personal,14 Dec 2023,6
assalariadas,salaried,2379,1200,personal,14 Dec 2023,6
com capricho,with care,2380,1200,personal,14 Dec 2023,6
resumo,summary,2381,1200,personal,14 Dec 2023,6
aborrecimento,annoyance,2382,1200,personal,23 Nov 2023,4
redatores,writers,2383,1200,personal,14 Dec 2023,6
frases feitas,clichés,2384,1200,personal,14 Dec 2023,6
dardos,darts,2385,1200,personal,14 Dec 2023,6
decorrente,due,2386,1200,personal,23 Nov 2023,3
artesão,artisan,2387,1200,personal,14 Dec 2023,6
público,public,2388,1200,personal,14 Dec 2023,6
barganha,bargain,2389,1200,personal,14 Dec 2023,6
repassado,passed on,2390,1200,personal,25 Nov 2023,5
prejudicado,harmed,2391,1200,personal,14 Dec 2023,6
fogões,stoves,2392,1200,personal,14 Dec 2023,6
fornalha,furnace,2393,1200,personal,14 Dec 2023,6
vidraças,glazing,2394,1200,personal,14 Dec 2023,6
carranca,frown,2395,1200,personal,25 Nov 2023,5
carrancudos,frowning,2396,1200,personal,25 Nov 2023,5
assegurar,to secure; secure,2397,1200,personal,17 Dec 2023,6
batalhador,hard worker,2398,1200,personal,18 Dec 2023,6
doador,donor,2399,1200,personal,17 Dec 2023,6
inútil,useless,2400,1200,personal,14 Dec 2023,6
duna,dune,2401,1200,personal,14 Dec 2023,6
tentar para valer,to try hard; try hard,2402,1200,personal,17 Dec 2023,6
corrigida,corrected,2403,1200,personal,14 Dec 2023,6
se dispor,to be willing; be willing,2404,1200,personal,17 Dec 2023,6
autodidatas,self-taught,2405,1200,personal,17 Dec 2023,6
torto,crooked,2406,1200,personal,2 Dec 2023,5
progride,progresses,2407,1200,personal,25 Nov 2023,5
cobrassem,charge,2408,1200,personal,14 Dec 2023,6
saldo,balance,2409,1200,personal,17 Dec 2023,6
velhice,old age,2410,1200,personal,14 Dec 2023,6
preconceito,prejudice,2411,1200,personal,17 Dec 2023,6
pau,stick,2412,1200,personal,14 Dec 2023,6
o-pau-para-toda-obra,the jack of all trades,2413,1200,personal,14 Dec 2023,6
vaidade,vanity,2414,1200,personal,22 Nov 2023,3
nomeie,name,2415,1200,personal,17 Dec 2023,6
justos,righteous,2416,1200,personal,25 Nov 2023,5
comércio,business,2417,1200,personal,22 Nov 2023,3
dissipar,to dissipate; dissipate,2418,1200,personal,29 Nov 2023,6
extensa,extensive,2419,1200,personal,29 Nov 2023,6
goza,enjoy,2420,1200,personal,28 Nov 2023,4
moradia,housing,2421,1200,personal,22 Nov 2023,3
imundo,filthy,2422,1200,personal,15 Dec 2023,6
desbravar,to explore; explore,2423,1200,personal,25 Nov 2023,5
esclarecimento,clarification,2424,1200,personal,29 Nov 2023,6
